fen,depth,cp
r1b2rk1/2q2ppp/p2bpn2/2ppN3/3P1P2/2P3B1/PP1N2PP/R2QK2R w KQ -,24,-107.0
r3r1k1/p2q2pn/1p5B/n1p1PP2/3p2Q1/P1P3N1/6PP/R4RK1 w - -,24,772.0
r2q1rk1/2pnpp1p/pp1p1np1/8/P1P2P2/3P1BP1/1BPQ3P/R4RK1 b - -,23,102.0
8/5k2/r6p/P3KP1P/8/8/8/R7 w - -,26,712.0
rnbqr1k1/ppp1ppbp/3p1np1/8/2BPP3/2N1B3/PPPQ1PPP/R3K1NR w KQ -,23,51.0
8/1K2n3/7b/8/4N1k1/5N1q/4P3/8 w - -,20,0.0
8/8/8/1pKp4/8/1P3k1p/1P5P/8 w - -,32,-3526.0
r2qkb1r/pp1np1pp/2p1Q3/3p4/8/3P3P/PPPN1PP1/R1B1K2R b KQkq -,36,87.0
r7/2p1kp2/p2p2r1/3P4/5P1Q/5KPP/P7/8 b - -,19,417.0
8/5ppp/r1k1bn2/pR1p4/P1pR4/2N1PP1P/6P1/6K1 w - -,30,330.0
r2q1rk1/2p1bppp/p1n1pn2/1p1p4/3PbB1N/1BP1PP2/PP1N2PP/R2QK2R b KQ -,20,-137.0
5k2/1p2pp1p/3p2p1/pP1R4/2P1P2P/1P2qP2/2K3P1/3R4 b - -,40,-28.0
r1r3k1/4bpp1/4pn1p/1pP5/1R6/2N2PP1/P4PKP/2B2R2 w - -,20,1.0
2kr1b1r/pppqpp1p/6p1/3pP3/3Q1nb1/2N3P1/PPP1PPBP/R4RK1 w - -,21,53.0
2kr1bnr/ppp1qppp/2n1p3/3p4/3P2b1/3BPN2/PPPNQPPP/R1B2RK1 b - -,26,-30.0
r4rk1/ppp1bppp/2n5/2P1N3/3qp3/P6P/1P2QPP1/R1B2RK1 w - -,24,-20.0
8/3b1ppk/p6p/1p2B3/3Pp3/1P4P1/P6P/6K1 w - -,39,-7.0
3R2bk/8/6p1/8/4N3/p7/5PK1/r7 b - -,26,-306.0
8/8/1p1n1p2/1Bp1k3/2P3Kp/8/P1P2P2/8 b - -,27,-335.0
2r4r/4bPk1/q3p3/p2pP1PR/Pp6/1P3P2/1P5Q/1KB4R b - -,20,438.0
5rk1/p5p1/2B1p1p1/2n3Pp/1p6/8/1PP4P/1K1R4 b - -,28,-291.0
rr6/2p1n1bk/2q2pb1/p1p1p1p1/P2pP1Np/1P1P3P/2PB1PP1/R2QRNK1 b - -,20,8.0
8/8/5k2/7R/3P1K1P/4PP2/8/6r1 w - -,23,881.0
1k1rB3/pp4pp/1q2Q3/8/8/2n4P/P1PB1PPK/R4R2 b - -,21,4.0
2kr3r/p2qp3/2pp1bpp/2p5/4P3/2NP4/PPP2PPP/R2Q1RK1 w - -,21,171.0
1rqr2k1/1p3N1p/p2n2p1/2p2b2/P1n2B2/2P3PP/2P1QPBK/3RR3 b - -,25,505.0
r2r2k1/1b3ppp/pq1b1n2/2p5/8/P1N1P1N1/1B1Q1PPP/1R3RK1 b - -,27,-453.0
r1bq1rk1/p4ppp/1pn1p3/2bn4/8/1P3NP1/PB1NPPBP/R2Q1RK1 b - -,24,32.0
rnbq1rk1/pp3ppp/3b1n2/2ppp3/2P5/1Q2P2P/PP1P1PP1/RNB1KBNR b KQ -,25,-203.0
7k/pp1r1q1r/3b4/P2p1p2/3PpNQ1/2P3P1/P4P1P/R1B2RK1 w - -,28,571.0
8/8/8/3Q3K/4N3/1pq5/2k5/8 b - -,29,0.0
r2qr1k1/p4ppp/4n3/nB1p4/1Q6/P1P1PPB1/2b3PP/3RK1NR w K -,25,31.0
b5k1/5pbp/p5p1/4p3/8/B4P2/PPp3PP/2R3K1 b - -,25,382.0
nbbrnqkr/pp3pp1/2p5/3pp2p/8/1NP3P1/PPBPPP1P/2BRNQKR w KQkq -,20,-38.0
8/8/2k5/1R5N/2P5/1P6/1r2p3/4K3 w - -,26,826.0
8/5p2/6pB/7p/3nk2b/2K5/2r5/1R6 w - -,21,-951.0
rnbqkbnr/ppp2p1p/3p1P2/8/5p2/5N2/PPPPQ1PP/R1B1KB1R b KQkq -,22,-317.0
5r1k/p1p3pp/Bq1b2p1/8/Q6P/5PP1/P1P3K1/4R3 b - -,20,74.0
rn1qk1nr/pp4pp/2pbp3/3p1p2/2PP1P2/4PQ1P/PP4P1/RNB1KB1R w KQkq -,27,19.0
r4r2/5k1p/3pp3/4bp2/P1PN4/1P1RP2P/8/6K1 w - -,24,-506.0
r4rk1/p1pb1ppp/p2p1q2/8/4P3/3Q1N2/PPP2PPP/R4RK1 b - -,32,-23.0
7r/1p2k1p1/pn2p3/3pPp2/2rR4/2P2N1P/PP2R1P1/6K1 w - -,25,-3.0
8/1p3p2/3k1n2/R2p2p1/BPr3P1/4PP2/3K4/8 w - -,30,39.0
1k1rr3/pbp2ppp/1p6/4b3/2N4q/QP4P1/1P3P1P/R1R2BK1 b - -,15,594.0
r4b2/pppb2p1/2n2qkp/6N1/3P4/7P/PP3PP1/R1B1Q1K1 w - -,27,-432.0
r2q1rk1/1p1b2b1/p1pp2np/3Ppppn/2P1P1N1/2NBBP1P/PP1Q2PK/R4R2 w - -,25,175.0
r1bq1rk1/1p1n1ppp/2p2n2/p1bPpP2/P7/1BNP1N2/1PP3PP/R1BQK2R b KQ -,24,-74.0
r4rk1/pppbnppp/3q4/3Pp3/2B1P3/5N1P/PPQ2PP1/2KR3R b - -,21,-26.0
rnbqkb1r/p3nppp/4p3/2N5/8/3B1N2/PPPB1PPP/R2QK2R b KQkq -,20,202.0
3r2k1/1p4p1/3q3p/3Pp3/1pQ1p3/3R3P/PP4P1/6K1 w - -,29,26.0
r1bqkb1r/pp2pp1p/2n2np1/3p4/3Q1B2/5N2/PPPNPPPP/R3KB1R w KQkq -,20,-82.0
r1bqk2r/ppp1npp1/3p1n1p/3Pp3/2P1P3/2P2N2/P1Q2PPP/R1B1KB1R b KQkq -,25,-38.0
n7/5pk1/1p4pp/NPn5/P1RR4/6P1/5PKP/4r3 w - -,20,476.0
rnbk1bnr/1p3ppp/p3p3/8/4pP2/1NN5/PPP3PP/R1B1KB1R b KQ -,18,-42.0
5k2/5p2/1p1npB1p/3p2p1/3P2P1/1P3P1P/P4K2/8 b - -,23,218.0
r1b1k2r/pp1n1ppp/2pp1q2/5P2/1bPnP3/2N1B3/PP1Q1KPP/R4BNR b kq -,27,44.0
r4rk1/ppp2ppp/2n1b1q1/3n4/2BPN3/5N1P/PP3PP1/R2QR1K1 w - -,22,46.0
8/pp4pk/6rp/8/1P1Nb3/P6P/3N1pP1/7K b - -,20,-920.0
5k2/5p2/1p4p1/p1b4p/P1P1r3/2BB2P1/2P4P/5K2 b - -,27,-389.0
3qr1k1/r4pp1/2pbbn1p/p2p4/N6B/PP1BRQ1P/2P2PP1/R5K1 b - -,37,0.0
r5k1/P4ppp/1qBp4/2nPp3/8/2P5/1P3PPP/Q4RK1 b - -,27,-12.0
rn1qk2r/1ppb2b1/p2p2pn/3Pp1N1/2P1P3/2N1B3/PP2BP2/R2QK2R b KQkq -,26,318.0
3qr3/3r1pk1/p2p2p1/b1pPp1P1/2P1P3/P3Q1P1/1R3N2/1R4K1 b - -,22,237.0
1rb1k2r/6pp/pq3p2/2ppp3/1b1P4/1PN1P1P1/P2QBPP1/R3K2R w KQk -,24,-45.0
4R3/8/6p1/6P1/8/r4K2/3k4/8 w - -,50,0.0
7k/pp3p2/8/5P2/2n5/7P/PPP3P1/3K4 w - -,38,-261.0
6Q1/8/6k1/3b4/5P2/8/p7/K7 b - -,29,-31.0
5qk1/3B1p2/5Qp1/4b1Pp/2pBP3/2P3P1/5PK1/1r6 w - -,20,716.0
2r2k2/5ppp/2r1p3/p7/1p6/P1pR2P1/1P3PKP/2R5 w - -,26,-411.0
2rq1rk1/pb1n1p2/1p2pnp1/3p2N1/3P4/2PB4/PP1NQPP1/2KR3R w - -,20,441.0
r1bqk1nr/ppp1bppp/2n5/3p4/3P4/2PB3P/PP3PP1/RNBQK1NR b KQkq -,23,24.0
2krr3/ppp3pp/4p3/3pNp1n/3P1P2/2P3P1/PP3P1P/R3R1K1 b - -,20,53.0
rnb1kb1r/ppp2ppp/8/4P3/2P1n3/5N2/PP3PPP/RNBK1B1R w kq -,23,-17.0
r3k3/1p1nq1r1/7p/p1ppP3/P7/3P4/2Q1N1PN/R4RK1 w q -,25,451.0
R7/2k2pp1/5b2/1P6/3pBP2/1r4P1/4P1KP/8 w - -,22,627.0
r4rk1/1b2qpbp/pp1p1np1/4p3/P3P3/1PNBBP1P/1P2Q1P1/R4RK1 w - -,22,154.0
r4rk1/5ppp/1Qb1q3/p3Pn2/4p3/2B5/PP3PPP/3RKB1R w K -,24,12.0
r1b1r3/p1k2Np1/2p4p/8/2n1P3/2P2P2/P4KPP/R1B4R w - -,24,438.0
8/1pB5/p3r2p/1PR3p1/5pk1/1bP5/5K2/8 b - -,21,-761.0
4R1k1/5pp1/3rp2p/bb6/4P3/4N1PP/1PB2P2/7K b - -,24,-535.0
8/8/2k1p3/5p2/PppP4/2n1R1Nr/K1P2P2/8 w - -,24,-489.0
8/1R5p/6p1/p7/8/P1Pkp3/5rPP/4K3 b - -,26,-439.0
r1q3k1/ppp2ppp/2n4r/3B4/3PQ3/B1P1R1P1/P4P1P/4R1K1 b - -,21,797.0
8/5kpp/5p2/PR6/8/3K2rP/8/8 w - -,20,-10.0
r2q1rk1/pppnn1bp/3p2p1/3PppB1/P1B1P3/2N2Q1P/1PP2PP1/R4RK1 w - -,29,57.0
r1b1rbk1/ppq2ppp/2p2n2/4nN2/5B2/2P2N2/PPB2PPP/R2QR1K1 b - -,20,13.0
r1bqk2r/pp2ppb1/2np1npp/2p5/4P2B/2NP1N1P/PPPQ1PP1/R3KB1R w KQkq -,23,-34.0
r2kr3/pp4bp/1q2b1p1/2p1N3/2PpQ3/3P2BP/PP4P1/R4RK1 b - -,17,407.0
r1b2r2/4k1p1/p3p3/1p1P2q1/2p1R3/1B6/5PPQ/3R2K1 b - -,22,208.0
r2q2k1/1ppb1pp1/pb5p/8/P1QPr3/5N2/1B3PPP/R4RK1 w - -,27,-162.0
r1bqk2r/1p1np1bp/p5p1/2p3N1/4P3/2P5/P2P1PPP/R1BQ1RK1 w - -,24,-85.0
r7/pb1rqp1k/1p4pp/7Q/2BPpP2/6R1/PP4PP/R5K1 w - -,15,-106.0
2rqk2r/pp2bppp/2n1bn2/2pp4/3P1BP1/2NBPN1P/PP3PK1/R2Q3R b k -,27,14.0
r1bq1rk1/pp2bppp/5n2/1p1pN1B1/4P3/3P4/PPP1QPPP/2KR3R w - -,20,-324.0
r1bqkbnr/pp1p1ppp/2n1p3/2p5/2BPP3/2N5/PPP2PPP/R1BQK1NR b KQkq -,32,-147.0
rr4k1/2q2p1p/p1p3p1/3pp3/8/Q1PbPN2/PP3PPP/2R1R1K1 b - -,24,-60.0
r3k2r/ppq2ppp/2pb4/2p4n/4P1b1/2NPBN2/PPP3PP/R2Q1RK1 w kq -,22,10.0
r3k2r/1bq1bpp1/p1p1pn2/1p5p/P3P3/2N1BP2/1PP1B1PP/R2Q1R1K w kq -,25,11.0
1b1qk2r/3b1p2/2Bp1n1p/n5p1/Q3P3/5NB1/1P1N1PPP/R4RK1 b k -,22,387.0
r3r1k1/pp1q1ppp/2n2n2/2pp4/3P4/P1PQPPN1/R5PP/2B2RK1 b - -,17,-41.0
r2q1rk1/3nbppp/3pb3/3N2P1/pp1pP2P/3Q4/PPPN1P2/1K1R1B1R b - -,23,74.0
3r2k1/5pbp/b5p1/3Pp3/2q1P3/5P2/Q3NBPP/R5K1 b - -,22,82.0
r1b2rk1/p2n2pp/2pq1p2/2p1p3/2pP4/Q1N1PN2/PP3PPP/R4RK1 w - -,21,70.0
rnb1k2r/ppp1bppp/5q1n/3P4/5P2/2N5/PPPPQ2P/R1B1KBNR w KQkq -,22,14.0
3r2k1/1p1r1pbp/4b1p1/8/1PP1P3/p3BP2/P5PP/2R1KB1R b K -,26,-255.0
5rk1/p2b1pp1/3np2p/1p1pN3/3PnB2/qP1BP2P/5PP1/2RQ2K1 b - -,30,174.0
4r1k1/1prq1ppp/5n2/Rp2p3/1P2Pn2/1QP2N2/5PPP/4RBK1 b - -,19,-91.0
r2qk2r/ppp3pp/3b1pn1/1b2N2Q/8/2N5/PPP2PPP/R1B1R1K1 w kq -,20,1408.0
8/7p/4rpk1/2R2p2/4p3/Pp2K3/1P3PPP/8 b - -,32,310.0
2n1rk2/1p3p2/1pbr2p1/3p3p/1R6/P1N2B2/1PP2PPP/2KR4 b - -,23,98.0
rnbq1rk1/1pp1ppbp/3p1np1/p7/2PPP3/2NB1P2/PP2N1PP/R1BQK2R b KQ -,23,54.0
1nb1qrk1/p3bppp/1p2pn2/1Pp5/P1P5/6P1/1B1PPPBP/RN1Q1RK1 w - -,32,413.0
rn1qk2r/1bpp1ppp/1p2pn2/p7/1bPP4/1QNBPN2/PP3PPP/R1B1K2R b KQkq -,38,0.0
2kr1bnr/ppp1q1pp/3p1p2/n2P4/4P1b1/1BN2N2/PP3PPP/R1BQ1RK1 b - -,24,290.0
2r1b3/3kP3/3P1R2/1p4p1/1P1K2P1/8/5P2/8 w - -,15,0.0
3n4/5ppp/2k1p3/p7/2K1N3/1P6/5PPP/8 w - -,23,-59.0
2rqr1k1/3b1p2/p2p3p/Ppb3pn/3NP3/1B1QR2P/1P3PPB/R5K1 b - -,22,75.0
8/4rkpp/4Pp2/pr6/2R2P2/P5P1/5P2/4R1K1 b - -,20,60.0
4rrnk/2q2pb1/bpn1p1pp/2ppP3/5PPB/p1PP1N1N/PP4BP/2RQR1K1 w - -,29,70.0
4r1k1/2p2pp1/1p1p1q1p/3P4/2PPn3/6Pb/5PBP/R2Q1K1R w - -,32,2.0
2r1k2r/2q2pp1/3p3p/4pP2/1pP1P1n1/pP1R2Q1/P2N3P/1KR5 b k -,21,0.0
3q2k1/7p/r4np1/p1p1p1Nn/1p2P1Q1/5P2/PPP3P1/2K2N1R w - -,27,-53.0
r1bq1rk1/1p2bppp/p3pn2/4N3/2BP1B2/8/PP3PPP/R2QR1K1 w - -,20,64.0
2r5/p2k1p2/1b2p3/3pPn2/8/r1PK2B1/PR3P1P/1N3R2 b - -,23,-32.0
5r1k/5rpp/p2p4/2pQp3/P1P1P1bq/1PR2P2/3N2P1/5RK1 b - -,31,0.0
3r2k1/2q1bpp1/2p1pn2/p3P1PQ/5P2/2PB4/Pr1B2K1/R7 w - -,20,-643.0
5k2/1R6/p1p3p1/5p2/PPPn3P/6P1/5P2/3r1BK1 b - -,29,294.0
6r1/pp4k1/7p/P3R3/2pPP1p1/2P5/2PK4/5R2 w - -,24,784.0
r2q1rk1/pp3pp1/2pb1n1p/3Ppb2/3P4/2N2NP1/PP2PPBP/R2QR1K1 w - -,25,473.0
2Q5/5pk1/6p1/7p/7P/6P1/r7/5K2 w - -,32,150.0
8/ppp5/4pp1p/5k1P/1PP2P2/5K2/P7/8 b - -,27,-602.0
2kr3r/pp1nqp1p/2p1b1p1/3p3n/3P4/2NBP2P/PP1QNPP1/R3K2R w KQ -,23,52.0
r2q1rk1/pp4p1/2ppb2p/2b1pp2/4P3/1P1P1N1P/PBP1QPP1/2KR3R b - -,29,-130.0
r3r3/1b1qp1kp/pp1p1np1/6N1/PP3P2/8/1BP3PP/R2QR1K1 w - -,21,302.0
r4k2/5p1p/1prpp1p1/P7/1P6/1R6/5PP1/R5K1 w - -,29,-236.0
8/4r3/p3k1p1/1p1R1p1p/2P1pP1P/1PP1K1P1/P7/8 w - -,23,219.0
4b1k1/5rpp/1p1q1n2/pP1p4/P2B4/2PB2R1/2Q2PPP/6K1 w - -,24,417.0
8/4kp2/2pn2p1/2Np4/R2P2P1/4P1K1/1r3P2/8 b - -,20,30.0
5rk1/6pp/3bp3/1p1q4/r2P1p2/P3BP1P/1P1Q2P1/2R2RK1 w - -,28,93.0
rq3rk1/1p3ppp/2bQpn2/p7/P1P1P3/4BB2/1P3PPP/R2R2K1 b - -,24,60.0
rnbq1rk1/1p1pbppp/p3pn2/6B1/2P5/2N1PN2/PP3PPP/R2QKB1R w KQ -,25,28.0
2kr3r/Qpqn1bpp/5p2/8/PbN1P3/2N2P2/1P2B1PP/R3K2R b KQ -,21,-360.0
8/6kp/3pp3/1R2p3/1P2PrP1/2pP2KP/2P2P2/8 b - -,28,576.0
2k5/1p3p1p/pn1r1N2/3ppP2/3b4/7P/PP4P1/R4R1K w - -,17,0.0
4rrk1/pp1n1ppp/1bp5/8/4PN2/2R5/P1B2PPP/6K1 b - -,20,-652.0
3q2k1/R1r2pp1/1n2p2p/1p1p4/1P1P2P1/2PQ1P2/6PK/4B3 w - -,25,0.0
3r3r/kp4pp/p7/4Nnq1/4Qp2/1BPP1P1P/PP3K2/3RR3 b - -,23,-11.0
6Q1/8/5K2/8/8/2p5/4k3/8 b - -,29,0.0
8/p3kpp1/4p2p/1BpbP3/P4P2/4K1P1/1P5P/8 b - -,46,0.0
rn1k1b1r/ppp2Bpp/5n2/8/2Nqp1b1/8/PPPP1PPP/RNBQ1RK1 w - -,23,0.0
2rq1rk1/p2bppbp/3p2p1/1p4Pn/3NPP2/1PN1B3/P1PQ3P/1K1R3R w - -,24,53.0
r2qkb1r/1p2pppp/p4n2/n7/P1NP2b1/2N2P2/1P4PP/R1BQKB1R b KQkq -,26,-57.0
3nk1r1/1p4B1/8/3p1r2/1R1P1P2/5P2/6P1/1R4K1 w - -,26,555.0
8/8/8/6k1/7n/3r4/7K/R7 b - -,39,0.0
2r2rk1/p4pbp/2pp2p1/P3p3/2bPP3/2P3PB/5P1P/R1B1R1K1 b - -,20,13.0
3r3k/q5pp/2Pp1r2/3QpP2/5p2/p1P2P2/P1b3PP/1R2RK2 w - -,21,-359.0
r1bqr1k1/3nbpp1/1pp1pn1p/p1Pp4/1P1P1B2/P1NBPN2/4QPPP/R4RK1 b - -,21,12.0
3q1rk1/3rbpp1/pp2pn1p/8/2PN4/3B1Q2/1B3PPP/1R2R1K1 b - -,29,-40.0
r2qkb1r/pp3ppp/2n5/3p4/3p2n1/4P1P1/PP3PBP/RNBQ1RK1 b kq -,26,74.0
rn1qkb1r/1p2pppp/p1Np4/6P1/4n3/2N4P/PPP2P2/R1BQKB1R b KQkq -,29,284.0
r2qk2r/b4p2/2pp3p/1p1np3/2PP2b1/1Q3N2/1P1N1PP1/R1B2RK1 b kq -,19,-1.0
2r3k1/1p1qppbp/1n3np1/p2P4/P1rP1N2/2N1B2P/QP3PP1/2R1R1K1 w - -,22,26.0
8/8/8/8/6p1/4n3/3N3k/4K3 b - -,20,-23.0
r7/1R5p/N1pk4/P1p1p1p1/2P1P3/3P2P1/4K2n/8 w - -,34,24.0
8/6pk/3Bp2p/4P3/4P3/6QP/2rr2PK/8 w - -,20,480.0
3r2k1/p1R1n1p1/1p3p2/3r3p/3n1P2/P2P2B1/1P4PP/2K1NR2 b - -,30,0.0
5rk1/5p2/5QpP/8/2n1p3/1Npq4/PP6/1K3R1R w - -,19,-615.0
2bk2B1/r2n1p2/p2p4/2qP1p2/1p1R1P2/4Q3/PPP3PP/2K1R3 w - -,21,491.0
r1bq1rk1/pp1pp1bp/1nn1Ppp1/8/4QB2/2N2N2/PPP2PPP/2KR1B1R b - -,24,55.0
r2qk2r/4bppp/p1npbn2/3Np3/1p2P3/3BN3/PPP2PPP/R1BQK2R w KQkq -,22,114.0
q3k2r/2rpn1bp/p1b1p1p1/1p2Pp2/5P2/2N1B2Q/PPP1B1PP/3R1RK1 b k -,21,-92.0
r1bq1rk1/p3npbp/2pPp1p1/8/3B4/2NB4/PPPQ1PPP/2KR3R b - -,25,-20.0
7r/7P/1p4K1/p2k4/P1p5/8/P2R4/8 b - -,39,8.0
rn1qkb1r/ppp1pppp/2b5/8/2PP4/1Q3P2/P3P1PP/R1B1KBNR w KQkq -,22,214.0
2rq1rk1/1b1n1ppp/p3pB2/1pb5/P7/5NP1/1PQ1PPBP/RN1R2K1 b - -,21,-45.0
r1r3k1/1p3pp1/1nq4p/4pP2/pb4PP/P7/1PPN1Q2/1KBR3R w - -,24,18.0
6k1/1b4p1/p4p1p/2p1q3/P1Pp4/1P1R2P1/3Q3P/6K1 w - -,21,-50.0
r3kb1r/pp1b1ppp/1qn1p3/3pP3/2pP4/PNP2NP1/1PQ1BP1P/R1B2RK1 b kq -,26,68.0
r4r2/1b1q1pk1/p3pRpp/1p2P3/2pPN2Q/7P/PPP3P1/R5K1 b - -,21,-638.0
rr4k1/p3bppp/Rp2pn2/1P1p4/3P4/1NP2N2/1P3PPP/4K2R w K -,19,63.0
rn1qk2r/pp3ppp/2pp1n2/4p1B1/1bP1P1b1/2NP1P2/PP2N1PP/R2QKB1R b KQkq -,28,-27.0
5rk1/bp3ppp/p7/4Pp2/Q2rqP2/2P3P1/PP3K1P/R1B2R2 w - -,23,-385.0
2rr1k2/4bp2/3pp2p/qP6/4P1n1/3R1NB1/4QPP1/3R2K1 b - -,25,30.0
r3r1k1/1p1n1pp1/p2qbn1p/2bp1P2/3N4/1NPBB2P/PPQ3P1/R4RK1 b - -,19,80.0
4r1k1/1p3p1p/p4bp1/3p4/1P4q1/P1P3P1/1B1Q1PKP/3R4 w - -,20,0.0
5k2/1R3Bp1/p4b1p/5p2/8/8/P1Pr1PPP/5K2 w - -,22,22.0
8/8/5k2/4p2p/4Pp2/5P2/6P1/6K1 w - -,65,0.0
r3k2r/pppq1pp1/1bnp1n1p/1B2p3/4P3/P1PPBN1P/1P1N1P2/R2Q1RK1 b kq -,23,173.0
2k5/1p4pp/p3B3/8/3P4/7P/PPP3q1/1K1R4 b - -,22,-53.0
1rr3k1/2Rb1ppp/4p3/pp6/3Pn3/5B2/PP3PPP/2R3K1 w - -,42,0.0
r4rk1/7p/p5p1/1p2B3/P1p5/4P3/1P3PbP/R3K1R1 b Q -,26,4.0
6k1/1p2ppb1/2p3pp/2Pp4/3P1PP1/4P2P/r2NK3/8 b - -,22,-944.0
5r1k/p5pp/1p4b1/4P2P/5qQ1/8/PP6/K5R1 w - -,19,-189.0
r4rk1/pppqn1pp/2nb4/3ppp1b/1P2P3/2PP1NPP/P2N1PB1/R1BQ1RK1 w - -,21,103.0
1rbq1rk1/B4ppp/2pb1n2/3p4/8/2NB4/PPP2PPP/R2Q1RK1 b - -,19,-165.0
rn1q1rk1/pp2bppp/2p2n2/3p2Bb/2PP4/2NB1N1P/PP3PP1/R2QK2R w KQ -,28,19.0
8/p1Q5/1p6/1Pp2k1p/P1P5/1n4P1/2p2PKP/4q3 w - -,48,0.0
r4rk1/p3qpp1/3p1n1p/2p1p3/1PP1b3/P1Q1BB2/5PPP/3R1RK1 w q -,25,22.0
2qr2k1/3rbb2/5p2/Q1pn2p1/P1N4p/3R3P/1PPN1PPB/4R2K b - -,20,197.0
r2qk1nr/p4pb1/2pp3p/np4p1/3PPpbP/2PB1N2/PPQ3P1/RNB2RK1 b kq -,25,-67.0
r1b1k2r/pp2ppb1/2qp1npp/2p5/4PP2/2NP1N2/PPP3PP/R1B1QRK1 w kq -,26,46.0
3r4/2p5/5p2/1p2p1kP/p1P1P3/b5N1/1r2BP2/R3K3 w - -,18,-553.0
5Q2/2K5/p7/2q5/3k4/8/P7/8 w - -,34,0.0
rn4k1/pp3p2/3p1qp1/2pPr3/2P5/5PP1/P2QB2P/2R1K2R w K -,30,-45.0
6k1/6pp/5p2/1PB5/b7/8/5PPP/6K1 w - -,21,12.0
8/8/4k1p1/5P2/8/5K2/8/8 b - -,24,-3576.0
r1bq1rk1/1pp1bppp/p2p1nn1/8/3PP3/2N2NB1/PPP1B1PP/R2Q1RK1 w - -,22,18.0
5k1r/Q2np1p1/2p5/3q3p/3B2nP/8/P1PN1PP1/4K2R w K -,20,435.0
r4rk1/1pp3pp/2n1p1p1/p2qP3/1P1P2P1/P2BB3/2QK1P2/R6R w q -,22,355.0
r5k1/pp1r1p2/2n3p1/3pb1B1/7R/1q4P1/2R1BP2/2Q2K2 w - -,18,371.0
8/8/5kpp/1pr1p3/3pR1PP/N2P1K2/1PP5/8 w - -,23,596.0
r3k2r/p1p2ppp/2pp1n2/4P3/6bq/2N1Q2P/PPP2PP1/R3KB1R b KQkq -,21,365.0
r2qr1k1/1bp2pb1/pp4p1/2Pp3p/PP1Pp3/1QN1P3/4BPPP/2RR2K1 b - -,18,39.0
r4rk1/3bbppp/1P3n2/4p3/1pB1q3/4B3/5PPP/2RQNRK1 b - -,20,-71.0
r2qk2r/2p3pp/2b1p3/1pbp4/2B5/1nN2N2/1PQ2PPP/3RR1K1 b - -,16,87.0
4k3/8/p4rp1/8/2P5/1K5p/P7/4nN2 w - -,22,-3887.0
r4r1k/3n3p/p2Npp2/P7/1p1bPP2/6R1/1P2BP1P/7K b - -,26,-619.0
7k/1pr3pp/8/1B2P3/p5P1/P3pP2/1Bp3KP/8 w - -,22,-37.0
3r2kr/3n2Bp/3PR1p1/q1p5/8/5Q2/P4PPP/R5K1 b - -,20,1589.0
rb2nqkr/1bpp1pp1/1pn1p2p/p7/2PPP3/1PN2N2/P4PPP/RBBQ2KR b KQkq -,20,142.0
2rq1rk1/B2n1ppp/4p3/3pn3/1b6/1N3B2/P1P1QPPP/R2R2K1 w - -,20,-126.0
r7/p1Rpkbp1/1p3p2/nP2p1p1/R7/P3B1P1/4PP1P/6K1 w - -,27,159.0
5rk1/3qppb1/p2p1np1/1p1P3p/2r5/1N2BP2/PPPQ2PP/1K1RR3 w - -,30,10.0
6k1/7p/1pRpq3/p2Q1p2/2P1r3/PP5P/6PK/8 w - -,25,253.0
2Q2b2/8/pp1p4/k1pPp1P1/P1P1P3/2P5/1K5R/3q4 b - -,23,360.0
3r4/p7/5p2/3k4/4Rp2/P2p4/1P3P1P/2K5 w - -,36,12.0
r1bq1rk1/pp2bppp/8/2p5/2Pp4/5BP1/PPQ1PP1P/R1B2RK1 w Q -,28,16.0
8/6b1/P3R1pk/3B3p/r3p3/3nP1PP/4K3/8 b - -,23,-168.0
r3kb1r/pp1npppp/2p2nb1/3p2BP/3P1N2/2N2P2/PqP1P1P1/R2QKB1R w KQkq -,20,10.0
2krq2r/B1p1bppp/pp3n2/5b2/8/3P1P2/PPPQ1NPP/R4K1R b - -,24,-594.0
6k1/pp6/4rpp1/3p3p/3P4/1PR4P/P4PPK/8 w - -,32,0.0
rn1qkb1r/pppnpppp/4b3/3pP3/8/6P1/PPPP1PBP/RNBQK1NR w KQkq -,22,86.0
2r2rk1/1p4pp/p3p3/4p3/3n4/P2B1P2/1PP2qPP/R4K1R w - -,23,0.0
3r2k1/5Qp1/P4pp1/8/R7/6P1/5P1P/6K1 b - -,27,562.0
2rq1rk1/pb2bpp1/1pn2n1p/3p4/3P3B/P1NB1N2/1P3PPP/2RQR1K1 b - -,23,75.0
r1bq1rk1/pp2npbp/2np2p1/2p1p3/4P3/P1P2NP1/1P1P1PBP/RNBQR1K1 w - -,20,-20.0
8/1p2k2p/p5pP/P2p1n2/2pP1PB1/2P5/1P5K/8 w - -,46,0.0
2r2rk1/pp3ppp/1q6/2np4/8/Q1P2PP1/P3B2P/3R1R1K w - -,20,-52.0
r1br2k1/bp5p/2n2pn1/1p2p3/1P6/P4NP1/1B1N1PBP/2R2RK1 w - -,25,0.0
3r2k1/5pp1/1p2p2p/p7/2P5/PP3PP1/1BB2K2/8 b - -,20,-507.0
1rbk3r/Qp1Bqpp1/4p2p/3pP1N1/8/8/PP3PPP/2R2RK1 b - -,22,765.0
2r2rk1/p2b1ppp/5q2/1p1N4/2nP1P2/P2B4/1P2Q1PP/2R2RK1 b - -,16,-366.0
3k4/1Q1q4/8/1K1B4/8/8/8/8 w - -,38,0.0
